Date,Barnyard,Surface,Frame,Sub_frame,Timing,Days_elapsed,Temp,CO2_mgC,CH4_mgC,NH3_ugN,N2O_ugN,CO2_mg,CH4_mg,NH3_mg,N2O_mg,CO2_eq
2012-06-29,4,SAND,D,M,AFTER,1,29.4,2.92E+02,1.44E-01,1.64E+02,4.18E+02,1.07E+03,1.93E-01,1.99E-01,6.57E-01,1.27E+03
2012-06-29,4,SAND,C,A,AFTER,1,30.4,8.12E+02,2.23E-01,6.37E+03,2.35E+03,2.98E+03,2.98E-01,7.74E+00,3.70E+00,4.11E+03
2012-06-29,4,SAND,D,A,AFTER,1,30.4,3.08E+02,1.81E-01,1.37E+02,2.85E+02,1.13E+03,2.41E-01,1.67E-01,4.47E-01,1.27E+03
2012-06-29,5,SAND,C,M,AFTER,1,28.7,4.07E+02,1.57E-01,6.05E+03,2.95E+03,1.49E+03,2.09E-01,7.35E+00,4.64E+00,2.90E+03
2012-06-29,5,SAND,D,M,AFTER,1,28.8,3.69E+02,1.11E-01,NA,1.09E+03,1.35E+03,1.48E-01,NA,1.71E+00,NA
2012-06-29,5,SAND,C,A,AFTER,1,28.2,4.02E+02,5.47E-02,4.14E+03,3.12E+03,1.47E+03,7.29E-02,5.03E+00,4.90E+00,2.95E+03
2012-06-29,6,SAND,D,M,AFTER,1,25.4,2.52E+02,1.55E-01,9.38E+00,9.64E+02,9.23E+02,2.07E-01,1.14E-02,1.51E+00,1.38E+03
2012-06-29,6,SAND,C,A,AFTER,1,27.3,4.34E+02,7.60E-02,9.99E+02,1.80E+03,1.59E+03,1.01E-01,1.21E+00,2.82E+00,2.44E+03
2012-06-29,6,SAND,D,A,AFTER,1,27.3,2.30E+02,5.17E-02,2.07E+02,1.13E+03,8.42E+02,6.89E-02,2.51E-01,1.77E+00,1.37E+03
2012-06-29,7,BARK,C,M,AFTER,1,28.5,NA,4.63E+00,7.57E+03,3.11E+03,NA,6.17E+00,9.19E+00,4.88E+00,NA
2012-06-29,7,BARK,C,A,AFTER,1,30.1,NA,3.66E+00,2.39E+03,4.77E+03,NA,4.88E+00,2.90E+00,7.50E+00,NA
2012-06-29,7,BARK,D,A,AFTER,1,30.1,NA,4.56E-01,2.01E+03,6.37E+03,NA,6.08E-01,2.44E+00,1.00E+01,NA
2012-06-29,8,BARK,C,M,AFTER,1,26.7,7.47E+02,6.44E+00,8.64E+02,2.09E+03,2.74E+03,8.59E+00,1.05E+00,3.28E+00,3.94E+03
2012-06-29,8,BARK,D,M,AFTER,1,27.9,8.77E+02,1.16E+00,4.83E+02,NA,3.22E+03,1.55E+00,5.87E-01,NA,NA
2012-06-29,8,BARK,C,A,AFTER,1,28.2,1.04E+03,7.27E+00,7.27E+02,2.33E+03,3.81E+03,9.70E+00,8.82E-01,3.66E+00,5.15E+03
2012-06-29,8,BARK,D,A,AFTER,1,29.5,NA,1.08E+00,3.10E+02,NA,NA,1.44E+00,3.76E-01,NA,NA
2012-06-29,9,BARK,C,M,AFTER,1,26.3,6.49E+02,5.33E+00,1.09E+03,1.71E+02,2.38E+03,7.10E+00,1.32E+00,2.69E-01,2.64E+03
2012-06-29,9,BARK,D,M,AFTER,1,26.3,1.10E+03,3.08E+00,9.39E+02,2.12E+03,4.05E+03,4.11E+00,1.14E+00,3.33E+00,5.15E+03
2012-06-29,9,BARK,D,A,AFTER,1,27.5,1.09E+03,3.20E+00,8.40E+02,1.88E+03,3.99E+03,4.27E+00,1.02E+00,2.96E+00,4.98E+03
2012-08-17,1,SOIL,A,M,BEFORE,51,18.9,4.42E+02,2.65E+00,NA,7.62E+00,1.62E+03,3.53E+00,NA,1.20E-02,NA
2012-08-17,1,SOIL,B,M,BEFORE,51,18.9,6.02E+02,1.95E-01,NA,1.16E+02,2.21E+03,2.60E-01,NA,1.83E-01,NA
2012-08-17,4,SAND,A,M,BEFORE,51,18.9,3.00E+02,7.88E-01,NA,3.01E+01,1.10E+03,1.05E+00,NA,4.72E-02,NA
2012-08-17,4,SAND,B,M,BEFORE,51,20.3,3.05E+02,1.12E+00,NA,1.20E+02,1.12E+03,1.49E+00,NA,1.89E-01,NA
2012-08-17,7,BARK,A,M,BEFORE,51,20.7,5.12E+02,2.84E+00,NA,8.39E+01,1.88E+03,3.79E+00,NA,1.32E-01,NA
2012-08-17,7,BARK,B,M,BEFORE,51,20.5,6.14E+02,3.78E-01,NA,1.01E+02,2.25E+03,5.04E-01,NA,1.59E-01,NA
2012-08-17,8,BARK,A,M,BEFORE,51,20.5,5.00E+02,1.75E+00,NA,NA,1.83E+03,2.34E+00,NA,NA,NA
2012-08-17,8,BARK,B,M,BEFORE,51,21.1,5.50E+02,3.42E+00,NA,NA,2.02E+03,4.57E+00,NA,NA,NA
2012-08-20,1,SOIL,A,A,BEFORE,54,21.4,2.78E+02,1.80E+00,NA,8.55E+01,1.02E+03,2.40E+00,NA,1.34E-01,NA
2012-08-20,1,SOIL,B,A,BEFORE,54,22.2,4.35E+02,1.99E-01,NA,NA,1.60E+03,2.65E-01,NA,NA,NA
2012-08-20,1,SOIL,C,M,BEFORE,54,24.3,3.53E+02,8.86E-01,NA,1.08E+02,1.29E+03,1.18E+00,NA,1.70E-01,NA
2012-08-20,1,SOIL,D,M,BEFORE,54,24.3,5.17E+02,1.87E-01,NA,4.93E+01,1.89E+03,2.49E-01,NA,7.74E-02,NA
2012-08-20,1,SOIL,D,A,BEFORE,54,24.6,4.50E+02,1.81E-01,NA,7.63E+01,1.65E+03,2.41E-01,NA,1.20E-01,NA
2012-08-20,2,SOIL,A,A,BEFORE,54,21.9,3.17E+02,1.42E+00,NA,2.72E+02,1.16E+03,1.89E+00,NA,4.28E-01,NA
2012-08-20,2,SOIL,B,A,BEFORE,54,21.4,5.36E+02,3.41E-01,NA,1.80E+02,1.96E+03,4.54E-01,NA,2.83E-01,NA
2012-08-20,2,SOIL,C,M,BEFORE,54,22.5,4.56E+02,3.72E+00,NA,NA,1.67E+03,4.96E+00,NA,NA,NA
2012-08-20,2,SOIL,D,M,BEFORE,54,23.6,6.12E+02,1.53E-01,NA,5.23E+01,2.24E+03,2.04E-01,NA,8.22E-02,NA
2012-08-20,2,SOIL,C,A,BEFORE,54,25.3,2.17E+02,9.34E-01,NA,NA,7.95E+02,1.25E+00,NA,NA,NA
2012-08-20,3,SOIL,A,A,BEFORE,54,14.2,3.26E+02,NA,NA,NA,1.19E+03,NA,NA,NA,NA
2012-08-20,3,SOIL,B,A,BEFORE,54,19.7,3.05E+02,NA,NA,NA,1.12E+03,NA,NA,NA,NA
2012-08-20,3,SOIL,C,M,BEFORE,54,22.2,2.85E+02,2.35E+00,NA,7.04E+01,1.05E+03,3.13E+00,NA,1.11E-01,NA
2012-08-20,3,SOIL,D,M,BEFORE,54,22.2,3.69E+02,1.73E-01,NA,1.06E+02,1.35E+03,2.30E-01,NA,1.67E-01,NA
2012-08-20,3,SOIL,C,A,BEFORE,54,24.1,3.12E+02,2.12E+00,NA,NA,1.14E+03,2.82E+00,NA,NA,NA
2012-08-20,3,SOIL,D,A,BEFORE,54,24.0,4.03E+02,3.17E-01,NA,2.48E+01,1.48E+03,4.23E-01,NA,3.90E-02,NA
2012-08-20,4,SAND,A,A,BEFORE,54,22.5,3.65E+02,4.81E-01,NA,NA,1.34E+03,6.41E-01,NA,NA,NA
2012-08-20,4,SAND,B,A,BEFORE,54,21.9,3.88E+02,4.64E-01,NA,1.90E+01,1.42E+03,6.19E-01,NA,2.98E-02,NA
2012-08-20,4,SAND,C,M,BEFORE,54,25.6,2.95E+02,1.24E+01,NA,NA,1.08E+03,1.65E+01,NA,NA,NA
2012-08-20,4,SAND,C,A,BEFORE,54,24.5,2.44E+02,4.61E+00,NA,8.51E+01,8.93E+02,6.14E+00,NA,1.34E-01,NA
2012-08-20,4,SAND,D,A,BEFORE,54,24.5,2.63E+02,1.83E-01,NA,9.16E+01,9.63E+02,2.44E-01,NA,1.44E-01,NA
2012-08-20,5,SAND,A,A,BEFORE,54,21.2,2.08E+02,4.11E-01,NA,NA,7.62E+02,5.47E-01,NA,NA,NA
2012-08-20,5,SAND,B,A,BEFORE,54,21.7,1.93E+02,2.81E-01,NA,NA,7.07E+02,3.75E-01,NA,NA,NA
2012-08-20,5,SAND,C,M,BEFORE,54,24.4,4.72E+02,2.14E+00,NA,1.67E+00,1.73E+03,2.86E+00,NA,2.62E-03,NA
2012-08-20,5,SAND,D,M,BEFORE,54,23.7,3.59E+02,9.71E-01,NA,7.26E-01,1.32E+03,1.29E+00,NA,1.14E-03,NA
2012-08-20,5,SAND,C,A,BEFORE,54,24.8,4.89E+02,2.04E+00,NA,NA,1.79E+03,2.72E+00,NA,NA,NA
2012-08-20,5,SAND,D,A,BEFORE,54,25.0,3.38E+02,1.02E+00,NA,NA,1.24E+03,1.36E+00,NA,NA,NA
2012-08-20,6,SAND,A,A,BEFORE,54,19.6,1.81E+02,NA,NA,1.79E+02,6.64E+02,NA,NA,2.81E-01,NA
2012-08-20,6,SAND,B,A,BEFORE,54,21.2,5.50E+01,5.80E-01,NA,8.93E+00,2.02E+02,7.73E-01,NA,1.40E-02,NA
2012-08-20,6,SAND,C,M,BEFORE,54,23.4,2.44E+02,1.65E-01,NA,NA,8.94E+02,2.21E-01,NA,NA,NA
2012-08-20,6,SAND,D,M,BEFORE,54,21.2,3.73E+02,3.51E-01,NA,NA,1.37E+03,4.67E-01,NA,NA,NA
2012-08-20,6,SAND,C,A,BEFORE,54,24.8,2.57E+02,1.90E-01,NA,NA,9.41E+02,2.53E-01,NA,NA,NA
2012-08-20,6,SAND,D,A,BEFORE,54,24.2,4.98E+02,4.35E-01,NA,NA,1.83E+03,5.80E-01,NA,NA,NA
2012-08-20,7,BARK,A,A,BEFORE,54,22.9,5.51E+02,1.13E+00,NA,3.48E+01,2.02E+03,1.51E+00,NA,5.47E-02,NA
2012-08-20,7,BARK,B,A,BEFORE,54,22.9,6.84E+02,2.36E-01,NA,7.27E+01,2.51E+03,3.15E-01,NA,1.14E-01,NA
2012-08-20,7,BARK,C,M,BEFORE,54,23.7,NA,9.67E-02,NA,1.79E+02,NA,1.29E-01,NA,2.81E-01,NA
2012-08-20,7,BARK,C,A,BEFORE,54,24.5,1.07E+03,5.65E-02,NA,2.92E+02,3.94E+03,7.53E-02,NA,4.58E-01,NA
2012-08-20,7,BARK,D,A,BEFORE,54,23.7,1.14E+03,1.83E-01,NA,3.56E+02,4.18E+03,2.44E-01,NA,5.59E-01,NA
2012-08-20,8,BARK,A,A,BEFORE,54,21.8,4.18E+02,9.09E-01,NA,NA,1.53E+03,1.21E+00,NA,NA,NA
2012-08-20,8,BARK,B,A,BEFORE,54,21.2,4.77E+02,1.09E+00,NA,NA,1.75E+03,1.45E+00,NA,NA,NA
2012-08-20,8,BARK,C,M,BEFORE,54,24.6,9.47E+02,5.22E-01,NA,5.16E+01,3.47E+03,6.95E-01,NA,8.11E-02,NA
2012-08-20,8,BARK,D,M,BEFORE,54,24.6,6.69E+02,3.39E-01,NA,5.73E+01,2.45E+03,4.52E-01,NA,9.01E-02,NA
2012-08-20,8,BARK,C,A,BEFORE,54,23.6,9.91E+02,5.44E-01,NA,1.15E+02,3.63E+03,7.25E-01,NA,1.81E-01,NA
2012-08-20,8,BARK,D,A,BEFORE,54,24.8,6.85E+02,4.97E-01,NA,1.02E+02,2.51E+03,6.63E-01,NA,1.61E-01,NA
2012-08-20,9,BARK,A,A,BEFORE,54,21.2,3.49E+02,6.60E-01,NA,4.25E+01,1.28E+03,8.80E-01,NA,6.68E-02,NA
2012-08-20,9,BARK,B,A,BEFORE,54,20.4,5.26E+02,1.02E+00,NA,1.08E+02,1.93E+03,1.36E+00,NA,1.69E-01,NA
2012-08-20,9,BARK,C,M,BEFORE,54,21.9,7.03E+02,6.59E-01,NA,4.89E+01,2.58E+03,8.79E-01,NA,7.69E-02,NA
2012-08-20,9,BARK,D,M,BEFORE,54,23.1,5.53E+02,1.94E+00,NA,1.52E+01,2.03E+03,2.59E+00,NA,2.38E-02,NA
2012-08-20,9,BARK,C,A,BEFORE,54,24.4,NA,1.03E+00,NA,6.90E+01,NA,1.37E+00,NA,1.08E-01,NA
2012-08-20,9,BARK,D,A,BEFORE,54,24.6,7.24E+02,3.11E+00,NA,1.99E+01,2.65E+03,4.15E+00,NA,3.12E-02,NA
2012-08-29,1,SOIL,A,M,AFTER,1,26.9,3.15E+02,1.20E+01,2.77E+03,1.51E+02,1.16E+03,1.60E+01,3.37E+00,2.37E-01,1.64E+03
2012-08-29,1,SOIL,B,M,AFTER,1,26.7,1.96E+02,2.04E+00,1.64E+03,8.89E+01,7.19E+02,2.72E+00,2.00E+00,1.40E-01,8.35E+02
2012-08-29,1,SOIL,B,A,AFTER,1,31.3,NA,5.73E+00,1.10E+03,1.79E+02,NA,7.64E+00,1.34E+00,2.81E-01,NA
2012-08-29,1,SOIL,C,M,AFTER,1,31.9,NA,2.49E+01,7.09E+03,7.52E+01,NA,3.32E+01,8.61E+00,1.18E-01,NA
2012-08-29,1,SOIL,D,M,AFTER,1,31.9,NA,1.01E+00,9.40E+01,NA,NA,1.34E+00,1.14E-01,NA,NA
2012-08-29,2,SOIL,A,M,AFTER,1,26.1,5.40E+01,1.43E+00,2.80E+03,1.16E+01,1.98E+02,1.91E+00,3.40E+00,1.82E-02,2.61E+02
2012-08-29,2,SOIL,B,M,AFTER,1,26.9,2.19E+02,7.64E+00,1.39E+03,2.53E+02,8.03E+02,1.02E+01,1.69E+00,3.97E-01,1.18E+03
2012-08-29,2,SOIL,A,A,AFTER,1,30.0,NA,4.06E+01,3.49E+03,1.01E+01,NA,5.41E+01,4.24E+00,1.59E-02,NA
2012-08-29,2,SOIL,B,A,AFTER,1,30.0,NA,1.26E+01,1.95E+03,1.80E+02,NA,1.69E+01,2.37E+00,2.83E-01,NA
2012-08-29,2,SOIL,C,M,AFTER,1,31.8,NA,1.18E+01,6.56E+03,2.25E+01,NA,1.58E+01,7.97E+00,3.53E-02,NA
2012-08-29,2,SOIL,D,M,AFTER,1,31.3,NA,3.52E+00,1.39E+02,1.11E+02,NA,4.70E+00,1.69E-01,1.74E-01,NA
2012-08-29,3,SOIL,A,M,AFTER,1,23.6,1.78E+02,2.01E+00,2.91E+03,6.24E+02,6.54E+02,2.67E+00,3.53E+00,9.81E-01,1.02E+03
2012-08-29,3,SOIL,B,M,AFTER,1,23.6,1.16E+02,2.79E+00,NA,1.68E+02,4.27E+02,3.72E+00,NA,2.64E-01,NA
2012-08-29,3,SOIL,A,A,AFTER,1,29.3,2.97E+02,3.86E+00,2.11E+03,5.87E+02,1.09E+03,5.15E+00,2.56E+00,9.23E-01,1.50E+03
2012-08-29,3,SOIL,B,A,AFTER,1,29.2,2.66E+02,3.66E+00,NA,1.31E+02,9.74E+02,4.88E+00,NA,2.06E-01,NA
2012-08-29,3,SOIL,C,M,AFTER,1,31.3,NA,6.92E+00,2.52E+03,2.47E+02,NA,9.23E+00,3.06E+00,3.89E-01,NA
2012-08-29,3,SOIL,D,M,AFTER,1,31.3,NA,5.08E+00,NA,2.70E+00,NA,6.77E+00,NA,4.24E-03,NA
2012-08-29,4,SAND,A,M,AFTER,1,27.0,5.87E+02,1.71E+00,NA,7.48E+02,2.15E+03,2.28E+00,NA,1.18E+00,NA
2012-08-29,4,SAND,A,A,AFTER,1,30.9,NA,2.07E+00,NA,7.20E+02,NA,2.76E+00,NA,1.13E+00,NA
2012-08-29,4,SAND,B,A,AFTER,1,31.3,NA,2.53E+00,1.70E+02,1.47E+04,NA,3.37E+00,2.06E-01,2.32E+01,NA
2012-08-29,4,SAND,C,M,AFTER,1,32.2,NA,5.39E+00,5.99E+02,1.22E+04,NA,7.19E+00,7.27E-01,1.92E+01,NA
2012-08-29,4,SAND,D,M,AFTER,1,31.7,NA,2.42E+00,2.96E+02,5.35E+03,NA,3.22E+00,3.59E-01,8.41E+00,NA
2012-08-29,5,SAND,A,M,AFTER,1,25.9,2.86E+02,1.97E+00,NA,1.71E+03,1.05E+03,2.63E+00,NA,2.69E+00,NA
2012-08-29,5,SAND,B,M,AFTER,1,25.5,1.74E+02,2.19E+00,1.34E+03,1.69E+03,6.38E+02,2.92E+00,1.63E+00,2.65E+00,1.51E+03
2012-08-29,5,SAND,A,A,AFTER,1,30.2,NA,3.43E+00,NA,1.83E+03,NA,4.57E+00,NA,2.87E+00,NA
2012-08-29,5,SAND,B,A,AFTER,1,30.5,NA,1.16E+01,5.56E+03,8.32E+03,NA,1.54E+01,6.75E+00,1.31E+01,NA
2012-08-29,5,SAND,C,M,AFTER,1,32.0,NA,5.18E+00,1.80E+03,8.17E+03,NA,6.91E+00,2.19E+00,1.28E+01,NA
2012-08-29,5,SAND,C,M,AFTER,1,31.3,NA,5.22E-01,1.18E+02,8.98E+03,NA,6.96E-01,1.43E-01,1.41E+01,NA
2012-08-29,6,SAND,A,M,AFTER,1,24.5,2.05E+02,NA,7.68E+02,3.65E+03,7.50E+02,NA,9.32E-01,5.73E+00,NA
2012-08-29,6,SAND,B,M,AFTER,1,24.5,2.67E+02,1.57E+00,2.64E+03,3.26E+03,9.79E+02,2.10E+00,3.21E+00,5.12E+00,2.57E+03
2012-08-29,6,SAND,A,A,AFTER,1,29.0,9.14E+02,8.68E+00,4.20E+02,7.58E+03,3.35E+03,1.16E+01,5.10E-01,1.19E+01,7.19E+03
2012-08-29,6,SAND,B,A,AFTER,1,29.0,6.07E+02,4.26E+00,8.62E+03,3.86E+03,2.23E+03,5.68E+00,1.05E+01,6.07E+00,4.21E+03
2012-08-29,6,SAND,C,M,AFTER,1,31.9,NA,7.61E-01,2.45E+03,1.73E+04,NA,1.02E+00,2.97E+00,2.72E+01,NA
2012-08-29,6,SAND,D,M,AFTER,1,31.7,NA,6.44E+00,3.88E+03,2.77E+03,NA,8.58E+00,4.71E+00,4.36E+00,NA
2012-08-29,7,BARK,B,M,AFTER,1,27.7,NA,NA,NA,3.20E+03,NA,NA,NA,5.03E+00,NA
2012-08-29,7,BARK,A,A,AFTER,1,31.0,NA,4.37E+00,6.39E+02,1.97E+04,NA,5.83E+00,7.76E-01,3.09E+01,NA
2012-08-29,7,BARK,C,M,AFTER,1,31.5,NA,3.69E+00,1.41E+03,5.32E+04,NA,4.92E+00,1.71E+00,8.37E+01,NA
2012-08-29,7,BARK,D,M,AFTER,1,32.2,NA,1.75E+00,NA,1.64E+04,NA,2.34E+00,NA,2.57E+01,NA
2012-08-29,8,BARK,A,M,AFTER,1,25.3,6.32E+02,1.02E+01,2.90E+00,4.49E+03,2.32E+03,1.36E+01,3.52E-03,7.05E+00,4.76E+03
2012-08-29,8,BARK,B,M,AFTER,1,25.3,1.48E+03,2.66E+00,1.31E+02,1.09E+03,5.42E+03,3.55E+00,1.59E-01,1.71E+00,6.02E+03
2012-08-29,8,BARK,A,A,AFTER,1,30.2,NA,6.53E+00,NA,5.66E+03,NA,8.70E+00,NA,8.89E+00,NA
2012-08-29,8,BARK,B,A,AFTER,1,31.0,NA,4.86E+00,NA,1.16E+03,NA,6.48E+00,NA,1.83E+00,NA
2012-08-29,8,BARK,C,M,AFTER,1,31.1,NA,7.43E-01,1.72E+00,4.14E+02,NA,9.90E-01,2.09E-03,6.51E-01,NA
2012-08-29,8,BARK,D,M,AFTER,1,31.5,NA,4.93E+00,9.34E+01,2.06E+04,NA,6.58E+00,1.13E-01,3.24E+01,NA
2012-08-29,9,BARK,A,M,AFTER,1,25.0,6.55E+02,3.73E+00,6.68E+02,1.88E+04,2.40E+03,4.97E+00,8.11E-01,2.95E+01,1.13E+04
2012-08-29,9,BARK,B,M,AFTER,1,25.1,7.09E+02,2.16E+00,NA,1.09E+03,2.60E+03,2.89E+00,NA,1.71E+00,NA
2012-08-29,9,BARK,A,A,AFTER,1,27.7,1.07E+03,1.70E+00,1.10E+02,1.84E+04,3.93E+03,2.26E+00,1.33E-01,2.88E+01,1.26E+04
2012-08-29,9,BARK,B,A,AFTER,1,28.7,1.13E+03,3.47E+00,NA,7.91E+02,4.13E+03,4.62E+00,NA,1.24E+00,NA
2012-08-29,9,BARK,C,M,AFTER,1,32.1,NA,1.53E+00,NA,2.46E+03,NA,2.04E+00,NA,3.86E+00,NA
2012-08-29,9,BARK,D,M,AFTER,1,31.5,NA,5.23E-01,NA,4.30E+02,NA,6.97E-01,NA,6.76E-01,NA
2012-08-30,1,SOIL,C,A,AFTER,2,27.8,2.59E+02,1.71E+01,4.00E+03,1.73E+02,9.48E+02,2.28E+01,4.86E+00,2.72E-01,1.61E+03
2012-08-30,2,SOIL,C,A,AFTER,2,30.6,2.51E+02,3.87E+00,1.87E+03,1.91E+01,9.21E+02,5.15E+00,2.27E+00,3.01E-02,1.07E+03
2012-08-30,4,SAND,C,A,AFTER,2,28.4,3.22E+02,4.01E+00,NA,3.34E+03,1.18E+03,5.34E+00,NA,5.25E+00,NA
2012-08-30,4,SAND,D,A,AFTER,2,28.4,3.77E+02,1.31E+00,2.47E+02,7.31E+02,1.38E+03,1.74E+00,3.00E-01,1.15E+00,1.77E+03
2012-08-30,5,SAND,C,A,AFTER,2,29.7,2.47E+02,2.54E+00,2.87E+02,4.41E+03,9.05E+02,3.39E+00,3.48E-01,6.92E+00,3.05E+03
2012-08-30,5,SAND,D,A,AFTER,2,30.6,3.75E+02,6.05E-01,3.90E+02,6.36E+03,1.37E+03,8.07E-01,4.74E-01,9.99E+00,4.37E+03
2012-08-30,6,SAND,D,A,AFTER,2,31.8,NA,3.12E+00,2.28E+03,4.27E+03,NA,4.16E+00,2.77E+00,6.71E+00,NA
2012-08-30,7,BARK,C,A,AFTER,2,28.9,6.36E+02,1.42E+00,3.54E+02,2.37E+04,2.33E+03,1.89E+00,4.30E-01,3.72E+01,1.35E+04
2012-08-30,7,BARK,D,A,AFTER,2,29.7,1.96E+03,5.53E-01,NA,5.98E+03,7.19E+03,7.37E-01,NA,9.39E+00,NA
2012-08-30,9,BARK,C,A,AFTER,2,30.3,NA,3.21E+00,NA,6.11E+02,NA,4.28E+00,NA,9.61E-01,NA
2012-08-30,9,BARK,D,A,AFTER,2,31.8,NA,1.75E-01,NA,8.27E+01,NA,2.33E-01,NA,1.30E-01,NA
2012-10-03,1,SOIL,A,M,BEFORE,35,21.3,1.34E+02,4.59E-01,NA,1.78E+02,4.90E+02,6.12E-01,NA,2.80E-01,NA
2012-10-03,1,SOIL,B,M,BEFORE,35,21.3,4.08E+01,2.12E-01,NA,3.70E+02,1.50E+02,2.83E-01,NA,5.81E-01,NA
2012-10-03,2,SOIL,A,M,BEFORE,35,23.4,2.77E+01,NA,NA,1.63E+02,1.01E+02,NA,NA,2.56E-01,NA
2012-10-03,2,SOIL,B,M,BEFORE,35,24.1,5.50E+01,NA,NA,1.31E+02,2.02E+02,NA,NA,2.06E-01,NA
2012-10-03,3,SOIL,A,M,BEFORE,35,24.1,3.12E+01,4.48E-02,NA,1.07E+02,1.14E+02,5.98E-02,NA,1.69E-01,NA
2012-10-03,3,SOIL,B,M,BEFORE,35,23.8,6.34E+01,3.24E-01,NA,7.14E+02,2.32E+02,4.32E-01,NA,1.12E+00,NA
2012-10-03,5,SAND,A,M,BEFORE,35,23.0,1.05E+02,6.77E-02,NA,4.78E+01,3.86E+02,9.02E-02,NA,7.52E-02,NA
2012-10-03,5,SAND,B,M,BEFORE,35,23.0,9.90E+01,1.28E-01,NA,1.74E+01,3.63E+02,1.70E-01,NA,2.73E-02,NA
2012-10-03,6,SAND,A,M,BEFORE,35,24.7,2.41E+02,5.66E-02,NA,8.46E+01,8.82E+02,7.55E-02,NA,1.33E-01,NA
2012-10-03,6,SAND,B,M,BEFORE,35,24.3,1.16E+02,6.79E-02,NA,NA,4.26E+02,9.05E-02,NA,NA,NA
2012-10-03,8,BARK,A,M,BEFORE,35,22.3,3.30E+02,2.19E-03,NA,3.86E+02,1.21E+03,2.92E-03,NA,6.07E-01,NA
2012-10-03,8,BARK,B,M,BEFORE,35,22.3,1.86E+02,NA,NA,1.43E+02,6.83E+02,NA,NA,2.24E-01,NA
2012-10-03,9,BARK,A,M,BEFORE,35,24.2,1.48E+02,3.81E-02,NA,5.86E+01,5.42E+02,5.08E-02,NA,9.21E-02,NA
2012-10-03,9,BARK,B,M,BEFORE,35,24.8,3.07E+02,1.58E-02,NA,3.24E+01,1.13E+03,2.11E-02,NA,5.09E-02,NA
2012-10-04,2,SOIL,B,A,BEFORE,36,16.2,3.37E+01,1.94E-02,NA,3.72E+02,1.24E+02,2.59E-02,NA,5.84E-01,NA
2012-10-04,3,SOIL,B,A,BEFORE,36,18.1,4.04E+01,2.40E-02,NA,3.84E+02,1.48E+02,3.20E-02,NA,6.03E-01,NA
2012-10-04,4,SAND,C,M,BEFORE,36,15.9,5.31E+01,2.28E-02,NA,8.74E+01,1.95E+02,3.04E-02,NA,1.37E-01,NA
2012-10-04,4,SAND,D,M,BEFORE,36,15.1,8.59E+01,8.77E-02,NA,6.53E+01,3.15E+02,1.17E-01,NA,1.03E-01,NA
2012-10-04,5,SAND,A,A,BEFORE,36,16.0,4.65E+01,NA,NA,1.14E+02,1.71E+02,NA,NA,1.79E-01,NA
2012-10-04,6,SAND,A,A,BEFORE,36,16.7,1.05E+02,9.47E-03,NA,5.93E+01,3.85E+02,1.26E-02,NA,9.31E-02,NA
2012-10-04,6,SAND,B,A,BEFORE,36,18.7,5.24E+01,NA,NA,2.26E+00,1.92E+02,NA,NA,3.55E-03,NA
2012-10-04,6,SAND,C,M,BEFORE,36,15.3,1.63E+01,7.05E-02,NA,1.01E+01,5.99E+01,9.40E-02,NA,1.59E-02,NA
2012-10-04,6,SAND,D,M,BEFORE,36,16.3,3.34E+01,NA,NA,1.50E+01,1.23E+02,NA,NA,2.35E-02,NA
2012-10-04,7,BARK,C,M,BEFORE,36,15.1,1.40E+02,6.00E-02,NA,9.22E+00,5.14E+02,8.00E-02,NA,1.45E-02,NA
2012-10-04,7,BARK,D,M,BEFORE,36,16.2,1.40E+02,3.16E-02,NA,6.88E+01,5.12E+02,4.21E-02,NA,1.08E-01,NA
2012-10-04,8,BARK,B,A,BEFORE,36,16.5,1.85E+02,1.05E-03,NA,8.24E+01,6.77E+02,1.40E-03,NA,1.29E-01,NA
2012-10-04,8,BARK,C,M,BEFORE,36,15.5,1.38E+02,3.97E-02,NA,1.15E+02,5.07E+02,5.29E-02,NA,1.81E-01,NA
2012-10-04,8,BARK,D,M,BEFORE,36,14.6,1.34E+02,5.99E-03,NA,6.05E+01,4.90E+02,7.98E-03,NA,9.50E-02,NA
2012-10-04,9,BARK,A,A,BEFORE,36,16.5,1.07E+02,3.60E-03,NA,2.27E+01,3.91E+02,4.80E-03,NA,3.57E-02,NA
2012-10-04,9,BARK,B,A,BEFORE,36,17.2,1.42E+02,7.46E-02,NA,1.11E+02,5.20E+02,9.94E-02,NA,1.75E-01,NA
2012-10-04,9,BARK,C,M,BEFORE,36,17.3,1.42E+02,4.20E-02,NA,6.74E+01,5.19E+02,5.59E-02,NA,1.06E-01,NA
2012-10-04,9,BARK,D,M,BEFORE,36,17.3,7.79E+01,NA,NA,4.75E+01,2.86E+02,NA,NA,7.46E-02,NA
2012-10-24,1,SOIL,A,A,AFTER,2,23.3,2.88E+02,3.37E+00,4.00E+03,3.04E+01,1.05E+03,4.49E+00,4.85E+00,4.77E-02,1.20E+03
2012-10-24,1,SOIL,B,A,AFTER,2,23.5,1.32E+02,2.09E+00,1.06E+03,4.09E+01,4.84E+02,2.78E+00,1.28E+00,6.43E-02,5.77E+02
2012-10-24,2,SOIL,A,M,AFTER,2,23.5,3.42E+02,3.61E+00,2.88E+03,NA,1.26E+03,4.81E+00,3.50E+00,NA,NA
